system|sub_system|sub_sub_system|department
Compressor 1 & 2|Tank|Air tank serial nr : YF/12/ 78.5 volume 2000L Safety blown down valve of air receiver tank (Detail Size Thread Valve 3/4 or 1/2)|TNMD
Compressor 3 & 4|Motor|Siemens E1111/81573 02 (22kW 415V 50Hz)|TNMD
Compressor 3 & 4|Monitor Compressor|Controlled valve|TNMD
Compressor 3 & 4|Monitor Compressor|Largo air monitor (sn : 75131134101) (part nm : 1900 0713 75)|TNMD
Compressor 3 & 4|Monitor Compressor|Pressure meter|TNMD
Compressor 3 & 4|Monitor Compressor|Safety valve Model : A3W.06 Size : 3/4 Set press : 150 p.s.i|TNMD
Compressor 3 & 4|Monitor Compressor|Safety blown down valve of air receiver tank (Size Thread tako angin)|TNMD
Compressor 3 & 4|Air dry Unit|MODEL : ED-34A|TNMD
Compressor 3 & 4|Filter|Oil filter|TNMD
Compressor 3 & 4|Electric & Electronic Part|(Detail Contactor)|TNMD
Compressor 3 & 4|Electric & Electronic Part|Contactor (Detail Contactor)|TNMD
Compressor 3 & 4|Electric & Electronic Part|Fuse 32Amp|TNMD
Compressor 3 & 4|Electric & Electronic Part|Transfomer|TNMD
Compressor 3 & 4|Electric & Electronic Part|RCCB Schneider 60Amp 300mA|TNMD
Compressor 3 & 4|Electric & Electronic Part|MCCB Hitachi 100A (FXK125-S)|TNMD
Compressor 3 & 4|Electric & Electronic Part|MCCB Hitachi 60A (FXK125-S)|TNMD
Compressor 3 & 4|Electric & Electronic Part|AC magnetic contact (Hitachi H50)|TNMD
Compressor 3 & 4|Electric & Electronic Part|Thermal Overload Relay|TNMD
Compressor 3 & 4|Electric & Electronic Part|PUSH BUTTON PMC PB-22MB-EA.1|TNMD
Compressor 3 & 4|Electric & Electronic Part|LED PILOT LAMP SIMATEC AD22B-22DS|TNMD
Compressor 3 & 4|Hoses|Selector switch|TNMD
Compressor 5, 6 & 7|Motor|Belting (MITSUBOSHI B-93)|TNMD
Compressor 5, 6 & 7|Motor|HYUNDAI (7.5kW 10hp) (HL133SR259EKI)|TNMD
Compressor 5, 6 & 7|Tank|Solenoid valve|TNMD
Compressor 5, 6 & 7|Tank|Safety valve|TNMD
Compressor 5, 6 & 7|Tank|Air valve|TNMD
Compressor 5, 6 & 7|Tank|Tank Model : AR10P MFG : 1204325K Power : 7.5kW Tank Liter : 240L|TNMD
Compressor 5, 6 & 7|Tank|Meter Pressure|TNMD
Compressor 5, 6 & 7|Filter|Suction filter ACCP86|TNMD
Compressor 5, 6 & 7|Hoses|nan|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|AC magnetic contactor HITACHI H20 05A13|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Thermal overload relay HITACHI 04K11|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|AC magnetic contactor HITACHI H10 30K11|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Thermal overload relay HITACHI 24H12|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|MCCB 40amp HITACHI FXK-25-S|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|MCCB 40amp HITACHI FXK-25-S|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|RCCB 40amp MERLIN GERIN|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Transformer Wyes Model : IP-50VA Pri : 415v Sec : 220v|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|MCB C10, C6 HITACHI|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Thermostat Honeywell T6360|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Contactor Metasol MC-22b Thermal Overload Relay Metasol MC-32|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Fuse|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|Selector switch|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|LED PILOT LAMP PUSH BUTTON|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|LED PILOT LAMP SIMATEC AD22B-22DS|TNMD
Compressor 5, 6 & 7|Electric & Electronic Part|PUSH BUTTON PMC PB-22MB-EA.1|TNMD
Hydraulic Press|Frame|Brand - OMCN (Italy) Model-ART164R Height-2260mm Width-900mm Weight-1100kg|TNMD
Hydraulic Press|Hydraulic|Hydraulic Motor - ELMOR MT100-B4 3KW 415V|TNMD
Hydraulic Press|Hydraulic|Distributor Lever|TNMD
Hydraulic Press|Hydraulic|Hose - Dunlop HIFLEX, 6015 PSI, 0.5 inch|TNMD
Hydraulic Press|Hydraulic|Pressure Regulating Valve|TNMD
Hydraulic Press|Hydraulic|Hydraulic Cylinder|TNMD
Hydraulic Press|Hydraulic|Pressure Gauge|TNMD
Hydraulic Press|Electrical Part|DOL Starter|TNMD
Hydraulic Press|Electrical Part|FIBER Model E55-F63 Monitoring Relay|TNMD
Hydraulic Press|Electrical Part|ELETTROVALVOLA Voltage Transformer 230/400VAC Input, 24VAC Output|TNMD
Hydraulic Press|Electrical Part|TAIAN JAYA C-18L AC Magnetic Contactor with TAIAN JAYA overload relay|TNMD
Bogie Drop Pit|Bogie Drop Pit 1|Rotating Table|TNMD
Bogie Drop Pit|Bogie Drop Pit 1|Lift Cylinder and Support Frame|TNMD
Bogie Drop Pit|Bogie Drop Pit 1|Solonoids|TNMD
Bogie Drop Pit|Bogie Drop Pit 1|Hydraulic Parts|TNMD
Bogie Drop Pit|Bogie Drop Pit 1|Electric & Electronic Parts|TNMD
Bogie Drop Pit|Bogie Drop Pit 2|Lift Cylinder and Support Frame|TNMD
Bogie Drop Pit|Bogie Drop Pit 2|Hydraulic System|TNMD
Bogie Drop Pit|Bogie Drop Pit 2|Electric & Electronic Parts|TNMD
Bogie Test Machine|Hydraulic|Bosch Rexroth CDT3-ME6-50-36-200-F Hydraulic Cylinder|TNMD
Bogie Test Machine|Motor|BRANCO 22kw BR180L, 3 phase 415 (Roller Motor)|TNMD
Bogie Test Machine|Motor|BRANCO 22kw BR180L, 3 phase 415 (Gear Motor)|TNMD
Bogie Test Machine|Moving Parts|Steel Roller|TNMD
Bogie Test Machine|Moving Parts|"Roller Chain Pitch =5/8"", lenght 3194mm TBD"|TNMD
Bogie Test Machine|Moving Parts|Pillow Block UCP310 (set screw)|TNMD
Bogie Test Machine|Moving Parts|V belt BANDO SPZ1537 LW|TNMD
Bogie Test Machine|Moving Parts|V belt BANDO SPZ1462|TNMD
Bogie Test Machine|Electrical System|DELTA C2000 VFD Motor Inverter (Gear Motor)|TNMD
Bogie Test Machine|Electrical System|DELTA C2000 VFD Motor Inverter (Roller Motor)|TNMD
Bogie Test Machine|Electrical System|Motor Contactor Brand : Fuji Electric 240VAC Model : SC-N3|TNMD
Bogie Test Machine|Electrical System|Main Circuit Breaker Terasaki S160-SCF 100A|TNMD
Bogie Test Machine|Electrical System|MW MEAN WELL DR-110/240 VAC input, 24 VDC output Power Supply|TNMD
Bogie Test Machine|Electrical System|HUCHOO SN04-N Inductive Proximity Sensor 10-30V|TNMD
Bogie Test Machine|Electrical System|F&C Proximity Switch F3N-18TN05-N|TNMD
Center Lathe Machine|Vee Belts|VBELT A1854|TNMD
Center Lathe Machine|Bed/Lead Screws|nan|TNMD
Center Lathe Machine|Saddle|nan|TNMD
Center Lathe Machine|Tool Post|nan|TNMD
Center Lathe Machine|Chuck|nan|TNMD
AUTOMATIC TRAIN WASH PLANT|Motion rails trimming|GUIDE TRACK W = 32mm H = 36mm L = 12m|TNMD
AUTOMATIC TRAIN WASH PLANT|Motion rails trimming|BASE HOLDING GUIDE TRACK Ø = 125mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Motion rails trimming|LIMIT STOP BUFFER Ø = 50 mm H = 30 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Motion rails trimming|CASTOR ROLLER Ø = 130mm W = 72mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Motion rails trimming|DRIVE UNIT OC-motor 0,75 kW, 230 / 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|STORM PROTECTION 24V|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|PROXIMITY SENSOR Proximity switch 6 m cable, M 18 IG-3010-BPKG, 10-36 V / DC, inductive closer contact|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|LIGHT BARRIER (TX/RX) Light barrier TLR-3-30-06, receiver with 30 m cable Light barrier TLT-5-30-06, emitter with 30m cable|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|DIGITAL SIGN BOARD TFO14-8X48-R AC 220V, 50Hz S/N 18012070036 15 x 70 cm|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|EMERGENCY STOP - EXTERNAL FAK-R/V/KC 010/IY|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|EMERGENCY STOP - BOARD PANEL|TNMD
AUTOMATIC TRAIN WASH PLANT|Safety devices|TRAFFIC LIGHT -2-lights signal traffic light red / green, LED, 230 V -3-lights signal traffic light, green / red / white, LED 230 V|TNMD
AUTOMATIC TRAIN WASH PLANT|Light barriers|LIGHT BARRIER (TX/RX) Light barrier TLR-3-30-06, receiver with 30 m cable Light barrier TLT-5-30-06, emitter with 30m cable|TNMD
AUTOMATIC TRAIN WASH PLANT|Under-chassis cylinder|HORIZONTAL CYLINDER Full brush shell 300 x 350 mm dense|TNMD
AUTOMATIC TRAIN WASH PLANT|Under-chassis cylinder|Spraying pipe for under-floor|TNMD
AUTOMATIC TRAIN WASH PLANT|Under-chassis cylinder|DRIVE UNIT - CYLINDER OC-motor 1,5 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|SWITCHBOARD PLANT PANEL SYSTEM TYPE : TRAINWASH C5400 400V 3/N/PE~50Hz, 48kW, 85A|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|FRESH WATER STORAGE TANK 2,000L|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|WATER SYSTEM|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|FLOW PIPE 28 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|FLOW PIPE 50 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|TE3-100P WATER RECLAIM SYSTEM|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|CARBON FILTER VESSEL|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|AIR RELIEF VALVE (Brpa Bar)|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|DRAIN VALVE|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|WATER CONNECTION|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|DOUBLE WATER NOZZLE R ¼ / 􀇪, 60°|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|Spraying pipe complete|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|NOZZLES|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|"HP-flat jet nozzle ¼"", 39,58 l/min, 100 bar, 60°"|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|"Flat jet nozzle ¼"" 1,9 l/min 3 bar 60°"|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|"Flat jet nozzle ¼"", 5,81 l/min, 3 bar, 60°"|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|Pressure tube, nominal diameter 32-5|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|"Solenoid valve 5281 2/2 DN32 1¼"" 24 V"|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|Level sensor NVS 110.4 PP with 4 cable weights|TNMD
AUTOMATIC TRAIN WASH PLANT|Water system|Electric Actuator 24DC, 2A|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Switchboard plant|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Distance sleeve 6,2 x 20 x 19 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Key for switchgear cabinet size 5|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Earthing strip 300/16 mm 5S|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|End terminal 6 mm, grey|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Two-tier terminal 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|End plate terminal|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Two-tier terminal 4cinductors 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Terminal, 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Terminal with jumper 2,5 mm² double|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Terminal with jumper, 2,5 mm², triple|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Two-tier terminal 2,5 mm² ye/gn|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Feed-through terminal / 2 conductors 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Protective conductor terminal 2 conductor 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Universal terminal 35 mm² UK 35|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Protective conductor terminal 35 mm² USLKG35|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Protective conductor 95 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Main switch emergency stop|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Emergency stop button M22-PV|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Selection button M22-WR|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Fastening adaptor M22-A|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Contact element button M22-CK 10|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Contact element push button M22-CK 01|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Secondary shield support M22SST- X|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Auxiliary contactor 24 V DC CA3SK11BD|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Power contactor 24 V DC LP1K0610BD3|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Contactor 24 V 5,5KW DC LP1K1210BD3|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Reversing contactor 24 V DC 2,2 kW LP2K0610BD3|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Light barrier, amplifier relay 24 V|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Level device VNV-E 24 V DC|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Gripping relay|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Emergency-stop shut off relay 24 V DC|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Motor inductor VW3 SKMD 100 I 010UA2 A|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Frequency transformer 1500 W / 3 x 230 V, ATV 312 HU15M2|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Electronic fuse 24 V / DC, adjustable 4, 6, 8 , 10 A|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Motor protection switch 1,6 - 2,5 A|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Motor protection switch PKZMO 2,5 - 4 / NHI-E-10|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Motor protection switch 6,3 - 10 A|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Motor protection switch PKZM0 1 - 1,6 / NHI-E-10|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Supply block 63A BTC25IC for motor protection switch|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Relay, soft start, 400 V, 1,1 kW, 3 A, 50 / 60 Hz|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Power supply unit 400 V AC / 24 V DC, 50 / 60 Hz, 3-phase|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Buffering for 24 VDC consumers 24 V DC, 0-20 A, max. 4|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - digital input module DI9371, 12 inputs, 24 V DC sink|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - digital output module DO9322, 12 outputs, 24 VDC, 0.5 A, source|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|X20 CPU Celeron 266 compact|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - bus transmitter BT9400, X2X Link|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS-Compact Flash 64 MB|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - bus module BM11, 24 V coded interconnected internal I/O supply|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - X20 terminal block, 12-pin|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - Interface module CS1030, 1 x RS485/RS422|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|SPS - supply bus module BM05, with node number switch internal I/O supply is separated to the left|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Christ power measurement CPM400|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Phoenix mounting railbusconnector, 5-pol. ME 22,5 TBUS 1,5/PPPSS-3,81 BK|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Phoenix Mounting rail- Busconnector, 5-pol ME22,5 TBUS 1,5/5-ST-3,81 KMGY|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Lighting for switchboard cabinet 11 W 230 V|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Operation panel BTA321|TNMD
AUTOMATIC TRAIN WASH PLANT|Switchboard Plant|Fan 24 V DC|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Operation terminal UBT-S|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Cabinet UBT-S|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Mounting frame|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|– Retaining angle left for display – Retaining angle right for display|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|– Electric installation parts UBT-S|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Mounting plate for fan|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Cooling fan 60 x 60 x 25 mm 24 V|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Fan filter|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Sealing for foil keypad|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Switch element emergency stop|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Operation panel BTA321|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Supporting column H 1300mm UBT|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Terminal UBT-S|Data cable 10 x 1 mm² + 2 x 2 x 0,25 mm² (piece goods)|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Operation panel|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Key switch M22S-WRS 2 positionings|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Pushbutton illuminated white M22-DL-W|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Blind cover M22s-B|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Indicator light M22-L-R red|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Contact element button M22-CK 10|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|LED-element white M22-CLEDW 18-30 V AC/DC|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|LED-element red M22-CLED-R 18-30 V AC/DC|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Fastening adaptor M22-A|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Protective conductor terminal 2 conductor 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Feed-through terminal / 2 conductors 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|End plate terminal 2,5 mm²|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|End terminal 6 mm, grey|TNMD
AUTOMATIC TRAIN WASH PLANT|Operation Panel|Secondary shield support M22SST- X|TNMD
AUTOMATIC TRAIN WASH PLANT|Trimming|BRUSH Full brush shell 1 Splash protection, horizontal cylinder 2 Lateral cylinder, left 3 Emergency-stop switching device 4 Under-chassis cylinder, left 5 Vertical, left 6 Drive unit, left 7 Horizontal cylinder 8 Lateral cylinder, right 9 Drive unit, right 10 Under-chassis cylinder, right 11 Vertical, right|TNMD
AUTOMATIC TRAIN WASH PLANT|Trimming|HORIZONTAL BRUSH|TNMD
AUTOMATIC TRAIN WASH PLANT|Trimming|VERTICAL BRUSH|TNMD
AUTOMATIC TRAIN WASH PLANT|Trimming|UNDER-CHASSIS BRUSH|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube, nominal diameter 4 x 1 mm (piece goods) -Placed at the air distributor complete|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube, nominal diameter 8 x 1 mm (piece goods) -Placed at the supply device 1,5 kW, 100 l/min, 3 bar -Placed at the bypass ½“ / ⅜“ / -Placed at the supply device 2,2 kW, 180 l/min, 3 bar -Placed at the supply device 3,0 kW, 300 l/min, 3 bar|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Tube NW 8 x 2,5 mm (piece goods) -Placed at metering unit|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube nominal diameter 8- 2 mm, 2 bar (piece goods) -Placed at metering unit|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube nominal diameter 10-3, 21 bar (piece goods) -Placed at the train wash unit C1000 SOA WH 4700 -Placed at the train wash unit C1000 SOA WH 2000|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube NW 13-4, 20 bar (piece goods) -Placed at the rising equipment.|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube, nominal diameter 19-4,5 mm, 25 bar (piece goods) -Placed at the train wash unit C1000 SOA WH 4700 -Placed at the train wash unit C1000 SOA WH 2000|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube nominal diameter 19-4 (piece goods) -Placed at the supply device 1,5 kW, 100 l/min, 3 bar -Placed at the supply device 2,2 kW, 180 l/min, 3 bar|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube, nominal diameter 25-4,5 15 bar (piece goods) -Placed at pre spraying equipment. -Placed at the supply device 1,5 kW, 100 l/min, 3 bar -Placed at the supply device 2,2 kW, 180 l/min, 3 bar|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube NW 32-6 20 bar (piece goods) -Placed at cooling/ warm up equipment -Placed at the pre spray equipment -Placed at the rising equipment -Placed at the supply device 3,0 kW, 300 l/min, 3|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Pressure tube, nominal diameter 32-5 -Placed at the FRESH WATER POWER SUPPLY ISOLATION|TNMD
AUTOMATIC TRAIN WASH PLANT|Hoses (supply lines)|Suction tube nominal diameter 50- 5,4 7 bar (piece goods) -Placed at the Supply device 1,5 kW, 100 l/min, 3 bar -Placed at the supply device 2,2 kW, 180 l/min, 3 bar -Placed at the supply device 3,0 kW, 300 l/min, 3 bar|TNMD
AUTOMATIC TRAIN WASH PLANT|Tilt safety device|TILT SAFETY DEVICE Front and rear of the drive unit’s frames|TNMD
AUTOMATIC TRAIN WASH PLANT|Guide pulley|GUIDE PULLEY Lifting device Washer for toothed belt Z40-8 M 50|TNMD
AUTOMATIC TRAIN WASH PLANT|Wire rope|WIRE ROPE|TNMD
AUTOMATIC TRAIN WASH PLANT|Wire rope|LIFTING DEVICE Wire rope 4 x 6100 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Wire rope|TROLLEY LIFT Wire rope 4 x 750 mm|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|LATERAL CYLINDER -Train wash unit C5400 SOA|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|LATERAL CYLINDER SYSTEM|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|– Trolley left complete, stainless steel – Trolley right complete, stainless steel|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|DRIVE UNIT CYLINDER ACTUATOR LEFT/RIGHT OC-motor 0,55 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|DRIVE UNIT CYLINDER OC-motor 1,5 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|BRUSH/TRIMMING|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|Full brush shell 300 x 550 mm dense, over length,|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|Full brush shell 300 x 500 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|Full brush shell 300 x 450 mm dense, over length|TNMD
AUTOMATIC TRAIN WASH PLANT|Driving device for lateral cylinders|Full brush shell 300 x 400 mm, dense|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|DRIVE UNIT ACTUATOR LEFT/RIGHT - OC-motor 0,55 kW, 400 V, 50 Hz, 1450 min-1 DRIVE UNIT CYLINDER - OC-motor 1,5 kW, 400 V, 50 Hz, 1450 min-1|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|DRIVE UNIT RIGHT Worm gear right, I = 12:1|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|DRIVE UNIT LEFT Worm gear left, I = 12:1|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|ROTARY PUMP -WILO , 400 Vac, 4.4 Amp, 50Hz, cos theta 0.89, speed 2880, power 2.2kW (MOTOR) - WILO, pressure max 25 bar, temperature max 90 Celcius (PUMP)|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|ROTARY PUMP -LOWARA , 380 Vac, 7.80 Amp, 50Hz, cos theta 0.88, speed 2895 (MOTOR) - LOWARA, 380-415 Vac, 3.33kW, 50Hz (PUMP)|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|ROTARY PUMP Rotary pump Wilo MVI 804F 233- 13 l/min 1,8-4,5 bar 400 V 1,5 kW (P2) 50 Hz|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|ROTARY PUMP -Rotary pump WILO MVI 806 233- 13 l/min 2,2-7 bar 400V 2,2 kW (P2) 50 Hz|TNMD
AUTOMATIC TRAIN WASH PLANT|Drive unit|ROTARY PUMP -Rotary pump Lowara 15SV04F040T, 400-133 l/min, 2,4 – 4,8 bar, 4,0 kW|TNMD
